"Accession_title","UID","Species","Length","Location"
"MZ607890Nemoura avicularis voucher PLECO-2015F035 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2129085331","Nemoura avicularis","658","PLECO-2015F035|Finland: Lapland, Lapponia enontekiensis, Enontekioe, Rommaeno|69.017 N 21.585 E|05-Jul-2014|Ari Savikko|Aki Rinne"
"MZ607316Nemoura avicularis voucher PLECO-2015F042 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2129084050","Nemoura avicularis","658","PLECO-2015F042|Finland: Lapland, Lapponia enontekiensis, Enontekioe, Rommaeno|69.017 N 21.585 E|05-Jul-2014|Ari Savikko|Jayme E. Sones"
"MZ633686Nemoura avicularis voucher PLECO-2015F044 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2126577159","Nemoura avicularis","658","PLECO-2015F044|Finland: Lapland, Lapponia enontekiensis, Enontekioe, Rommaeno|69.017 N 21.585 E|05-Jul-2014|Ari Savikko|Aki Rinne"
"MZ631540Nemoura avicularis voucher PLECO-2015F016 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2126572862","Nemoura avicularis","658","PLECO-2015F016|Finland: Lapland, Lapponia inarensis, Utsjoki, Kielajoki|69.199 N 26.255 E|01-Jul-2014|Eerikki Rundgren|Aki Rinne"
"JF884146Nemoura avicularis voucher JI-BOLD-255 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","331203140","Nemoura avicularis","658","JI-BOLD-255|Finland|62.994 N 31.373 E|07-Sep-2002|Jari Ilmonen"
"JF884145Nemoura avicularis voucher JI-BOLD-254 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","331203138","Nemoura avicularis","658","JI-BOLD-254|Finland|60.333 N 24.501 E|07-May-2002|Jari Ilmonen"
"JF884144Nemoura avicularis voucher JI-BOLD-253 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","331203136","Nemoura avicularis","658","JI-BOLD-253|Finland|60.333 N 24.501 E|07-May-2002|Jari Ilmonen"
"JF884143Nemoura avicularis voucher JI-BOLD-252 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","331203134","Nemoura avicularis","658","JI-BOLD-252|Finland|60.333 N 24.501 E|07-May-2002|Jari Ilmonen"
"JF884142Nemoura avicularis voucher JI-BOLD-251 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","331203132","Nemoura avicularis","658","JI-BOLD-251|Finland|69.705 N 27.903 E|03-Jun-2007|Jari Ilmonen"
"MT410776Nemoura avicularis mitochondrion, partial genome","1891018754","Nemoura avicularis","15590","DM1302"
"KY262166Nemoura avicularis voucher GBOL03356 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940781","Nemoura avicularis","629","GBOL03356|Germany: Bavaria, Bayrischer Wald, Nationalpark Bayrischer Wald|48.956 N 13.412 E|11-Jun-2011|D. Doczkal|Lars Hendrich"
"KY261177Nemoura avicularis voucher GBOL03354 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214938805","Nemoura avicularis","624","GBOL03354|Germany: Bavaria, Bayrischer Wald, Nationalpark Bayrischer Wald|48.956 N 13.412 E|11-Jun-2011|D. Doczkal|Lars Hendrich"
"JX905860Nemoura avicularis voucher NHMO-EPT_268 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","416949485","Nemoura avicularis","658","NHMO-EPT_268|Norway: Hedmark, Stor-Elvdal, Enden, Rondane Gjestegard|61.7882 N 10.2237 E|30-Jun-2010|L. Boumans"
"JX905858Nemoura avicularis voucher NHMO-EPT_76 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","416949479","Nemoura avicularis","658","NHMO-EPT_76|Belgium: Limburg, Rekem, Ziepbeek|50.9244 N 5.65402 E|18-Mar-2010|B. Koese & L. Boumans"
"JX905857Nemoura avicularis voucher NHMO-EPT_32 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","416949476","Nemoura avicularis","658","NHMO-EPT_32|Norway: Oslo, Noklevann, Lutvannsbekk|59.8955 N 10.8755 E|09-May-2010|L. Boumans"
"KY262546Nemoura cambrica voucher Nc_BBT130429_06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214941540","Nemoura cambrica","658","Nc_BBT130429_06|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|29-Apr-2013|Arne J. Beermann|Arne Beermann"
"KY262500Nemoura cambrica voucher Nc_BBT130424_03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214941448","Nemoura cambrica","658","Nc_BBT130424_03|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|24-Apr-2013|Arne J. Beermann|Arne Beermann"
"KY262481Nemoura cambrica voucher Nc_BBT130429_14 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214941410","Nemoura cambrica","658","Nc_BBT130429_14|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|29-Apr-2013|Arne J. Beermann|Arne Beermann"
"KY262444Nemoura cambrica voucher GBOL03661 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214941336","Nemoura cambrica","658","GBOL03661|Germany: Hesse, Schlitz, Breitenbach (First-order stream)|50.662 N 9.624 E|29-Apr-2013|A. Beermann|Arne Beermann"
"KY262418Nemoura cambrica voucher Nc_BBT130429_11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214941284","Nemoura cambrica","658","Nc_BBT130429_11|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|29-Apr-2013|Arne J. Beermann|Arne Beermann"
"KY262266Nemoura cambrica voucher Nc_BBT130424_01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940980","Nemoura cambrica","658","Nc_BBT130424_01|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|24-Apr-2013|Arne J. Beermann|Arne Beermann"
"KY262124Nemoura cambrica voucher Nc_BBT130429_10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940697","Nemoura cambrica","658","Nc_BBT130429_10|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|29-Apr-2013|Arne J. Beermann|Arne Beermann"
"KY262103Nemoura cambrica voucher Nc_BBT130424_04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940655","Nemoura cambrica","546","Nc_BBT130424_04|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|24-Apr-2013|Arne J. Beermann|Arne Beermann"
"KY261991Nemoura cambrica voucher Nc_BBT130508_04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940431","Nemoura cambrica","581","Nc_BBT130508_04|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|08-May-2013|Arne J. Beermann|Arne Beermann"
"KY261985Nemoura cambrica voucher GBOL03657 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940419","Nemoura cambrica","658","GBOL03657|Germany: Hesse, Schlitz, Breitenbach (First-order stream)|50.662 N 9.624 E|29-Apr-2013|A. Beermann|Arne Beermann"
"KY261963Nemoura cambrica voucher Nc_BBT130429_13 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940375","Nemoura cambrica","658","Nc_BBT130429_13|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|29-Apr-2013|Arne J. Beermann|Arne Beermann"
"KY261952Nemoura cambrica voucher Nc_BBT130424_05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940353","Nemoura cambrica","523","Nc_BBT130424_05|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|24-Apr-2013|Arne J. Beermann|Arne Beermann"
"KY261888Nemoura cambrica voucher GBOL03658 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940225","Nemoura cambrica","658","GBOL03658|Germany: Hesse, Schlitz, Breitenbach (First-order stream)|50.662 N 9.624 E|29-Apr-2013|A. Beermann|Arne Beermann"
"KY261844Nemoura cambrica voucher Nc_BBT130424_06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940137","Nemoura cambrica","639","Nc_BBT130424_06|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|24-Apr-2013|Arne J. Beermann|Arne Beermann"
"KY261835Nemoura cambrica voucher Nc_BBT130429_15 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940119","Nemoura cambrica","658","Nc_BBT130429_15|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|29-Apr-2013|Arne J. Beermann|Arne Beermann"
"KY261780Nemoura cambrica voucher Nc_BBT130508_05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940010","Nemoura cambrica","569","Nc_BBT130508_05|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|08-May-2013|Arne J. Beermann|Arne Beermann"
"KY261684Nemoura cambrica voucher Nc_BBT130429_07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214939818","Nemoura cambrica","658","Nc_BBT130429_07|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|29-Apr-2013|Arne J. Beermann|Arne Beermann"
"KY261678Nemoura cambrica voucher Nc_BBT130508_06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214939806","Nemoura cambrica","655","Nc_BBT130508_06|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|08-May-2013|Arne J. Beermann|Arne Beermann"
"KY261597Nemoura cambrica voucher GBOL03660 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214939644","Nemoura cambrica","658","GBOL03660|Germany: Hesse, Schlitz, Breitenbach (First-order stream)|50.662 N 9.624 E|29-Apr-2013|A. Beermann|Arne Beermann"
"KY261576Nemoura cambrica voucher Nc_BBT130508_01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214939602","Nemoura cambrica","627","Nc_BBT130508_01|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|08-May-2013|Arne J. Beermann|Arne Beermann"
"KY261447Nemoura cambrica voucher Nc_BBT130508_02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214939344","Nemoura cambrica","504","Nc_BBT130508_02|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|08-May-2013|Arne J. Beermann|Arne Beermann"
"KY261385Nemoura cambrica voucher Nc_BBT130429_08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214939221","Nemoura cambrica","658","Nc_BBT130429_08|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|29-Apr-2013|Arne J. Beermann|Arne Beermann"
"KY261236Nemoura cambrica voucher Nc_BBT130424_02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214938923","Nemoura cambrica","658","Nc_BBT130424_02|Germany: Hesse, Breitenbach (first order stream), Emergence Trap T2|50.662 N 9.624 E|24-Apr-2013|Arne J. Beermann|Arne Beermann"
"KY261218Nemoura cambrica voucher GBOL03659 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214938887","Nemoura cambrica","658","GBOL03659|Germany: Hesse, Schlitz, Breitenbach (First-order stream)|50.662 N 9.624 E|29-Apr-2013|A. Beermann|Arne Beermann"
"MK132425Nemoura cercispinosa voucher n042 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991384","Nemoura cercispinosa","658","n042|Japan|insect|37.40 N 140.08 E|21-Apr-2017|D. Murranyi|800 m"
"MK132424Nemoura cercispinosa voucher n041 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991382","Nemoura cercispinosa","658","n041|Japan|insect|37.40 N 140.08 E|21-Apr-2017|D. Murranyi|800 m"
"MK132420Nemoura cercispinosa voucher n020 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991374","Nemoura cercispinosa","658","n020|Japan|insect|31.12 N 130.49 E|15-Apr-2016|D. Murranyi|105 m"
"MK132419Nemoura cercispinosa voucher n021 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991372","Nemoura cercispinosa","658","n021|Japan|insect|31.12 N 130.49 E|15-Apr-2016|D. Murranyi|105 m"
"MK132415Nemoura cercispinosa voucher 0084 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991364","Nemoura cercispinosa","658","0084|Japan|insect|33.34 N 132.56 E|16-Oct-2015|D. Murranyi|1425 m"
"MK132414Nemoura cercispinosa voucher 0080 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991362","Nemoura cercispinosa","658","0080|Japan|insect|33.34 N 132.56 E|16-Oct-2015|D. Murranyi|1425 m"
"MK132413Nemoura cercispinosa voucher 0079 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991360","Nemoura cercispinosa","658","0079|Japan|insect|33.45 N 133.09 E|15-Oct-2015|D. Murranyi|1450 m"
"MK132412Nemoura cercispinosa voucher 0074 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991358","Nemoura cercispinosa","658","0074|Japan|insect|33.45 N 132.59 E|05-Jul-2015|D. Murranyi|975 m"
"MK132411Nemoura cercispinosa voucher 0081 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991356","Nemoura cercispinosa","658","0081|Japan|insect|33.44 N 132.58 E|05-Aug-2015|D. Murranyi|860 m"
"MK132410Nemoura cercispinosa voucher 0083 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991354","Nemoura cercispinosa","658","0083|Japan|insect|33.45 N 132.59 E|05-Jul-2015|D. Murranyi|990 m"
"MK132409Nemoura cercispinosa voucher 0082 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991352","Nemoura cercispinosa","658","0082|Japan|insect|33.45 N 132.59 E|05-Jul-2015|D. Murranyi|990 m"
"MK132408Nemoura cercispinosa voucher 0077 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991350","Nemoura cercispinosa","658","0077|Japan|insect|33.52 N 132.58 E|22-Oct-2015|D. Murranyi|580 m"
"MK132407Nemoura cercispinosa voucher 0076 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991348","Nemoura cercispinosa","658","0076|Japan|insect|33.45 N 132.58 E|05-Jul-2015|D. Murranyi|700 m"
"MK132406Nemoura cercispinosa voucher 0075 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991346","Nemoura cercispinosa","658","0075|Japan|insect|33.45 N 132.59 E|05-Jul-2015|D. Murranyi|975 m"
"MK132405Nemoura cercispinosa voucher 0078 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991344","Nemoura cercispinosa","658","0078|Japan|insect|33.52 N 132.52 E|11-Jul-2015|D. Murranyi|430 m"
"MK132404Nemoura cercispinosa voucher 0073 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991342","Nemoura cercispinosa","658","0073|Japan|insect|33.51 N 132.49 E|27-Sep-2015|D. Murranyi|280 m"
"MK132403Nemoura cercispinosa voucher 0072 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991340","Nemoura cercispinosa","658","0072|Japan|insect|33.51 N 132.49 E|27-Sep-2015|D. Murranyi|210 m"
"MK132384Nemoura chinonis voucher n018 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991302","Nemoura chinonis","658","n018|Japan|insect|31.12 N 130.49 E|15-Apr-2016|D. Murranyi|105 m"
"MK132383Nemoura chinonis voucher 0087 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991300","Nemoura chinonis","658","0087|Japan|insect|37.36 N 140.02 E|10-Sep-2015|D. Murranyi|990 m"
"MK132382Nemoura chinonis voucher 0091 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991298","Nemoura chinonis","658","0091|Japan|insect|34.07 N 134.04 E|02-Apr-2016|D. Murranyi|400 m"
"MK132381Nemoura chinonis voucher 0090 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991296","Nemoura chinonis","658","0090|Japan|insect|34.07 N 134.04 E|02-Apr-2016|D. Murranyi|400 m"
"MK132380Nemoura chinonis voucher 0088 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991294","Nemoura chinonis","658","0088|Japan|insect|36.33 N 137.42 E|13-Sep-2015|D. Murranyi|1615 m"
"MK132379Nemoura chinonis voucher 0089 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991292","Nemoura chinonis","658","0089|Japan|insect|33.28 N 132.53 E|16-Oct-2015|D. Murranyi|1170 m"
"MK132378Nemoura chinonis voucher 0086 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991290","Nemoura chinonis","658","0086|Japan|insect|33.44 N 133.09 E|15-Oct-2015|D. Murranyi|1450 m"
"MK132377Nemoura chinonis voucher 0085 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991288","Nemoura chinonis","658","0085|Japan|insect|33.44 N 132.58 E|05-Aug-2015|D. Murranyi|870 m"
"OK316481Nemoura cinerea voucher CROBD121 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2172954899","Nemoura cinerea","658","CROBD121|Croatia: Dalmatia, Cetina, Glavas spring|43.977 N 16.429 E|31-May-2019|I. Sivec|Ignac Sivec"
"OK316395Nemoura cinerea voucher CROBD108 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2172954727","Nemoura cinerea","658","CROBD108|Croatia: Central Croatia, Jamnicka kiselica, river Kupa|45.549 N 15.876 E|08-May-2014|I. Sivec|Ignac Sivec"
"OK316374Nemoura cinerea voucher CROBD20 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2172954685","Nemoura cinerea","658","CROBD20|Croatia: Dalmatia, Preocki bridge, river Cetina|43.966 N 16.431 E|04-Jun-2007|I. Sivec|Ignac Sivec"
"OK316355Nemoura cinerea voucher CROBD51 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2172954647","Nemoura cinerea","658","CROBD51|Croatia: Central Croatia, Jamnicka kiselica, river Kupa|45.549 N 15.876 E|09-May-2014|I. Sivec|Ignac Sivec"
"OK316334Nemoura cinerea voucher CROBD120 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2172954605","Nemoura cinerea","658","CROBD120|Croatia: Dalmatia, Cetina, Glavas spring|43.977 N 16.429 E|31-May-2019|I. Sivec|Ignac Sivec"
"MZ610964Nemoura cinerea voucher PLECO-2015F023 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2129092801","Nemoura cinerea","658","PLECO-2015F023|Finland: Lapland, Lapponia inarensis, Utsjoki, Stuorraaeytsi|69.234 N 26.112 E|22-Jun-2014|Jukka Salmela|Aki Rinne"
"MZ610314Nemoura cinerea voucher PLECO-2015F026 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2129091499","Nemoura cinerea","658","PLECO-2015F026|Finland: Nylandia, Porkkala, Abborrviken|60.059 N 24.567 E|24-Apr-2014|Aki Rinne|Aki Rinne"
"MZ607960Nemoura cinerea voucher PLECO-2015F027 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2129085528","Nemoura cinerea","658","PLECO-2015F027|Finland: Nylandia, Porkkala, Abborrviken|60.059 N 24.567 E|24-Apr-2014|Aki Rinne|Aki Rinne"
"JF884151Nemoura cinerea voucher JI-BOLD-260 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","331203150","Nemoura cinerea","658","JI-BOLD-260|Finland|69.803 N 27.886 E|05-Jul-2007|Jari Ilmonen"
"JF884150Nemoura cinerea voucher JI-BOLD-259 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","331203148","Nemoura cinerea","658","JI-BOLD-259|Finland|69.87 N 27.749 E|01-Jul-2007|Jari Ilmonen"
"JF884149Nemoura cinerea voucher JI-BOLD-258 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","331203146","Nemoura cinerea","658","JI-BOLD-258|Finland|69.805 N 27.778 E|02-Jul-2007|Jari Ilmonen"
"JF884148Nemoura cinerea voucher JI-BOLD-257 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","331203144","Nemoura cinerea","658","JI-BOLD-257|Finland|69.805 N 27.778 E|02-Jul-2007|Jari Ilmonen"
"JF884147Nemoura cinerea voucher JI-BOLD-256 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","331203142","Nemoura cinerea","658","JI-BOLD-256|Finland|69.805 N 27.778 E|02-Jul-2007|Jari Ilmonen"
"JF884138Nemoura cinerea voucher JI-BOLD-247 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","331203124","Nemoura cinerea","658","JI-BOLD-247|Finland|69.055 N 20.862 E|10-Jul-2002|Jari Ilmonen"
"MT407266Nemoura cinerea voucher INV00368 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1897352233","Nemoura cinerea","658","INV00368|Portugal: Braganca, Miranda do Douro, Foz de afluente do ribeiro dos Santos, abaixo do Cabeco da Veiga ('Aguas Vivas)|41.4887 N 6.4256 W|28-Apr-2015|J. M. Grosso-Silva|J. M. Tierno De Figueroa"
"MT407251Nemoura cinerea voucher INV00367 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1897352203","Nemoura cinerea","658","INV00367|Portugal: Braganca, Miranda do Douro, Foz de afluente do ribeiro dos Santos, abaixo do Cabeco da Veiga|41.4887 N 6.4256 W|28-Apr-2015|J. M. Grosso-Silva|J. M. Tierno De Figueroa"
"MT410849Nemoura cinerea mitochondrion, partial genome","1891019545","Nemoura cinerea","15640","DM1301"
"MT482820Nemoura cinerea voucher 300933N cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1843424005","Nemoura cinerea","578","300933N|larvae|Italy|insect|46.1995 N 12.9775 E|23-Mar-2010|Gamboa, M.|110 m"
"MT482819Nemoura cinerea voucher 300937N cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1843424003","Nemoura cinerea","578","300937N|larvae|Italy|insect|46.1995 N 12.9775 E|23-Mar-2010|Gamboa, M.|110 m"
"MT482818Nemoura cinerea voucher 300936N cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1843424001","Nemoura cinerea","578","300936N|larvae|Italy|insect|46.1995 N 12.9775 E|23-Mar-2010|Gamboa, M.|110 m"
"MT482817Nemoura cinerea voucher 300935N cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1843423999","Nemoura cinerea","578","300935N|larvae|Italy|insect|46.1995 N 12.9775 E|23-Mar-2010|Gamboa, M.|110 m"
"MT482816Nemoura cinerea voucher 300934N cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1843423997","Nemoura cinerea","578","300934N|larvae|Italy|insect|46.1995 N 12.9775 E|23-Mar-2010|Gamboa, M.|110 m"
"GU682181Nemoura cinerea voucher BC ZSM AQU 00037 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","305695684","Nemoura cinerea","658","BC ZSM AQU 00037|Germany|49.03 N 12.66 E|24-Apr-2009|Hess, M. & U. Heckes"
"GU682166Nemoura cinerea voucher BC ZSM AQU 00334 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","305695654","Nemoura cinerea","658","BC ZSM AQU 00334|Germany|47.438 N 11.237 E|16-Aug-2009|Hess, M. & U. Heckes"
"KY262519Nemoura cinerea voucher GBOL03321 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214941486","Nemoura cinerea","658","GBOL03321|Germany: Bavaria, Bayrischer Wald, Nationalpark Bayrischer Wald|48.956 N 13.412 E|15-May-2011|D. Doczkal|Lars Hendrich"
"KY262150Nemoura cinerea voucher GBOL08244 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940749","Nemoura cinerea","658","GBOL08244|Germany: Bavaria, Hummelbaechl bei Denklingen|47.923 N 10.835 E|20-Jun-2013|Schubart|Tobias Windmaisser"
"KY262032Nemoura cinerea voucher GBOL04660 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940513","Nemoura cinerea","658","GBOL04660|Germany: Mecklenburg-Vorpommern, Warbel stream near Gottesgabe|53.632 N 11.248 E|19-Apr-2010|Wrase & Balke|D. Wrase"
"KY261975Nemoura cinerea voucher GBOL08504 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214940399","Nemoura cinerea","633","GBOL08504|Germany: Nationalpark Berchtesgaden, Westliche Wasserhoehequelle gegenueber Schaeferhuette|47.508 N 12.976 E|03-Jul-2014|Wiedenburg, Gerecke et al.|Sofia Wiedenburg"
"KY261501Nemoura cinerea voucher GBOL08501 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214939452","Nemoura cinerea","658","GBOL08501|Germany: Nationalpark Berchtesgaden, Westliche Wasserhoehequelle gegenueber Schaeferhuette|47.508 N 12.976 E|03-Jul-2014|Wiedenburg, Gerecke et al.|Sofia Wiedenburg"
"JQ736353Nemoura cinerea isolate 300935 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","390483398","Nemoura cinerea","544","300935|female|adult|Italy|Gamboa|Gamboa"
"JQ736352Nemoura cinerea isolate 300933 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","390483396","Nemoura cinerea","544","300933|male|adult|Italy|Gamboa|Gamboa"
"JX905863Nemoura cinerea voucher NHMO-EPT_264 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","416949494","Nemoura cinerea","658","NHMO-EPT_264|Norway: Hedmark, Stor-Elvdal, Enden, Rondane Gjestegard|61.7882 N 10.2237 E|30-Jun-2010|L. Boumans"
"JX905859Nemoura cinerea voucher NHMO-EPT_976 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","416949482","Nemoura cinerea","658","NHMO-EPT_976|Norway: Finnmark, Lebesby, Baktejavri, liten vann nedenfor|70.4412 N 26.8047 E|28-Jul-2010|Boumans, Ekrem, Roth"
"JX905854Nemoura cinerea voucher NHMO-EPT_230 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","416949464","Nemoura cinerea","658","NHMO-EPT_230|Norway: Oppland, Fisketjernknausen, sjo ved veien, sjokant 1|61.4003 N 8.80355 E|01-Jul-2010|L. Boumans"
"JX905850Nemoura cinerea voucher NHMO-EPT_640 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","416949452","Nemoura cinerea","658","NHMO-EPT_640|Norway: Finnmark, Vardo, Komagelva, ved utlop|70.2407 N 30.5136 E|29-Jul-2010|Boumans, Ekrem, Roth"
"JX495661Nemoura cinerea voucher NHMO-EPT_145 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","404332277","Nemoura cinerea","658","NHMO-EPT_145|Norway: Oslo, Boler, Ostensjovannet, bekk Eterveien|59.8822 N 10.8382 E|15-Jun-2010|L. Boumans"
