"Assay","Taxon","Name","FRmm_total","FRmm_diff","FRmm_3p","FRmm_term","FRmm_AA","FRmm_AG","FRmm_AC","FRmm_TT","FRmm_TG","FRmm_TC","FRmm_GG","FRmm_CC","FR_length","FR_Tm","FR_Tmdiff","Pmm_total","Pmm_center","Pmm_AA","Pmm_AG","Pmm_AC","Pmm_TT","Pmm_TG","Pmm_TC","Pmm_GG","Pmm_CC","P_length","P_Tm"
"LEDN","Nemoura arctica","GU711835.1 Nemoura arctica voucher BIOUGCAN_:09CUSTO-038 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0.2,0.4,0.2,0.1,0,0.3,0,0.5,0.1,0,0,20,57.1,1.8,5,0.6,0,0,0.6,0,0.2,0.2,0,0,18,84
"LEDN","Nemoura arctica","GU115805.1 Nemoura arctica voucher 07PROBE-02707 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0.2,0.4,0.2,0.1,0,0.3,0,0.5,0.1,0,0,20,57.1,1.8,5,0.6,0,0,0.6,0,0.2,0.2,0,0,18,84
"LEDN","Nemoura arctica","GU115804.1 Nemoura arctica voucher 07PROBE-02705 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0.2,0.4,0.2,0.1,0,0.3,0,0.5,0.1,0,0,20,57.1,1.8,5,0.6,0,0,0.6,0,0.2,0.2,0,0,18,84
"LEDN","Nemoura arctica","GU115803.1 Nemoura arctica voucher 07PROBE-02704 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0.2,0.4,0.2,0.1,0,0.3,0,0.5,0.1,0,0,20,57.1,1.8,5,0.6,0,0,0.6,0,0.2,0.2,0,0,18,84
"LEDN","Nemoura arctica","GU115802.1 Nemoura arctica voucher 07PROBE-02702 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0.2,0.4,0.2,0.1,0,0.3,0,0.5,0.1,0,0,20,57.1,1.8,5,0.6,0,0,0.6,0,0.2,0.2,0,0,18,84
"LEDN","Nemoura arctica","GU711837.1 Nemoura arctica voucher BIOUGCAN_:09CUSTO-036 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0.2,0.4,0.2,0.1,0,0.3,0,0.5,0.1,0,0,20,57.1,1.8,5,0.6,0,0,0.6,0,0.2,0.2,0,0,18,84
"LEDN","Nemoura arctica","GU711836.1 Nemoura arctica voucher BIOUGCAN_:09CUSTO-039 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0.2,0.4,0.2,0.1,0,0.3,0,0.5,0.1,0,0,20,57.1,1.8,5,0.6,0,0,0.6,0,0.2,0.2,0,0,18,84
"LEDN","Nemoura arctica","GU711853.1 Nemoura arctica voucher BIOUGCAN_:09CUSTO-019 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0.2,0.4,0.2,0.1,0,0.3,0,0.5,0.1,0,0,20,57.1,1.8,5,0.6,0,0,0.6,0,0.2,0.2,0,0,18,84
"LEDN","Nemoura arctica","GU711858.1 Nemoura arctica voucher BIOUGCAN_:09CUSTO-016 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0.2,0.4,0.2,0.1,0,0.3,0,0.5,0.1,0,0,20,57.1,1.8,5,0.6,0,0,0.6,0,0.2,0.2,0,0,18,84
"LEDN","Nemoura arctica","GU711855.1 Nemoura arctica voucher BIOUGCAN_:09CUSTO-017 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0.2,0.4,0.2,0.1,0,0.3,0,0.5,0.1,0,0,20,57.1,1.8,5,0.6,0,0,0.6,0,0.2,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675032.1 Nemoura arctica voucher ROM:2011241 PKT008 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",10,0.2,0.3,0.1,0,0.2,0.1,0,0.4,0.2,0.1,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","HM398964.1 Nemoura arctica voucher BIOUGCAN_:09CUTLV-554 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","GU711840.1 Nemoura arctica voucher BIOUGCAN_:09CUSTO-034 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","GU711839.1 Nemoura arctica voucher BIOUGCAN_:09CUSTO-033 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","GU711833.1 Nemoura arctica voucher BIOUGCAN_:09CUSTO-040 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","GU711834.1 Nemoura arctica voucher BIOUGCAN_:09CUSTO-041 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MN669331.1 Nemoura arctica voucher CHARS00072-C06 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","OK073594.1 Nemoura arctica voucher MBC-047 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","OK073575.1 Nemoura arctica voucher MBC-030 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","OK073598.1 Nemoura arctica voucher MBC-048 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG513475.1 Nemoura arctica voucher BIOUG15614-G05 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","OK073620.1 Nemoura arctica voucher MBC-059 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG380260.1 Nemoura arctica voucher BIOUG24582-A08 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG374957.1 Nemoura arctica voucher BIOUG24100-H11 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG374916.1 Nemoura arctica voucher BIOUG24582-A09 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MN678338.1 Nemoura arctica voucher CHARS00072-C07 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MN678799.1 Nemoura arctica voucher CHARS00072-C05 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","OK073640.1 Nemoura arctica voucher MBC-133 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","OK073635.1 Nemoura arctica voucher 6650_14-116-12 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","OK073634.1 Nemoura arctica voucher MBC-129 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","OK073596.1 Nemoura arctica voucher MBC-012 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675173.1 Nemoura arctica voucher ROM:2011211 PNW011 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0.125,0.125,0,0.5,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675182.1 Nemoura arctica voucher ROM:2011223 PNW015 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0.125,0.125,0,0.5,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675174.1 Nemoura arctica voucher ROM:2011211 PNW001 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0.125,0.125,0,0.5,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675171.1 Nemoura arctica voucher ROM:2011208 PNW009 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0.125,0.125,0,0.5,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675181.1 Nemoura arctica voucher ROM:2011222 PNW013 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675163.1 Nemoura arctica voucher ROM:2011205 PNW006 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675361.1 Nemoura arctica voucher ROM:2011216 PYK005 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675338.1 Nemoura arctica voucher ROM:2011170 PYK001 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675384.1 Nemoura arctica voucher ROM:2011226 PYK010 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675172.1 Nemoura arctica voucher ROM:2011211 PNW010 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675170.1 Nemoura arctica voucher ROM:2011208 PNW008 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675064.1 Nemoura arctica voucher ROM:2011266 PKT018 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675052.1 Nemoura arctica voucher ROM:2011263 PKT014 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675229.1 Nemoura arctica voucher ROM:2011235 POM013 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ675228.1 Nemoura arctica voucher ROM:2011235 POM012 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG382010.1 Nemoura arctica voucher BIOUG23306-H02 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG374273.1 Nemoura arctica voucher BIOUG24307-A05 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,4,0.5,0,0,0.5,0,0.25,0.25,0,0,18,84
"LEDN","Nemoura arctica","MG379897.1 Nemoura arctica voucher BIOUG23306-G12 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG380513.1 Nemoura arctica voucher BIOUG24098-H02 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG382562.1 Nemoura arctica voucher BIOUG24413-C05 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG382684.1 Nemoura arctica voucher BIOUG24100-H01 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG382937.1 Nemoura arctica voucher BIOUG24100-H04 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG376710.1 Nemoura arctica voucher BIOUG23306-D08 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG377073.1 Nemoura arctica voucher BIOUG24098-H01 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG378098.1 Nemoura arctica voucher BIOUG24307-A03 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG377276.1 Nemoura arctica voucher BIOUG24100-H10 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG377196.1 Nemoura arctica voucher BIOUG23306-D09 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG383340.1 Nemoura arctica voucher BIOUG24307-A02 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG382213.1 Nemoura arctica voucher BIOUG24100-H05 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG382134.1 Nemoura arctica voucher BIOUG24413-C08 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG382048.1 Nemoura arctica voucher BIOUG24100-H02 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG382047.1 Nemoura arctica voucher BIOUG24100-H03 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG381219.1 Nemoura arctica voucher BIOUG23449-A03 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG381216.1 Nemoura arctica voucher BIOUG24100-G12 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG381079.1 Nemoura arctica voucher BIOUG24307-A01 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG380456.1 Nemoura arctica voucher BIOUG24584-B04 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG379791.1 Nemoura arctica voucher BIOUG24307-A04 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG379194.1 Nemoura arctica voucher BIOUG24413-C07 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG378997.1 Nemoura arctica voucher BIOUG23306-H01 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MG378775.1 Nemoura arctica voucher BIOUG24413-C06 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0.125,0,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","JF884141.1 Nemoura arctica voucher JI-BOLD-250 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.5,0.125,0.125,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","JF884140.1 Nemoura arctica voucher JI-BOLD-249 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.5,0.125,0.125,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","JF884139.1 Nemoura arctica voucher JI-BOLD-248 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.5,0.125,0.125,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","JF884137.1 Nemoura arctica voucher JI-BOLD-246 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.5,0.125,0.125,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","JX905851.1 Nemoura arctica voucher NHMO-EPT_605 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.5,0.125,0.125,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MN671308.1 Nemoura arctica voucher CHARS00072-C04 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MN677338.1 Nemoura arctica voucher CHARS00076-A02 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","OK073605.1 Nemoura arctica voucher BIOUG00649-F05 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MN678134.1 Nemoura arctica voucher CHARS00076-A04 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MN678028.1 Nemoura arctica voucher CHARS00072-C08 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","MN670328.1 Nemoura arctica voucher CHARS00043-B11 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ674872.1 Nemoura arctica voucher ROM:2011272 PCB005 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ674827.1 Nemoura arctica voucher ROM:2011273 PBI002 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ674830.1 Nemoura arctica voucher ROM:2011276 PBI004 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ674853.1 Nemoura arctica voucher ROM:2011293 PBI015 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",7,0.142857142857143,0.142857142857143,0,0,0.142857142857143,0.142857142857143,0,0.571428571428571,0.142857142857143,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ674858.1 Nemoura arctica voucher ROM:2011295 PBI016 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
"LEDN","Nemoura arctica","KJ674866.1 Nemoura arctica voucher ROM:2011271 PCB002 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0,0.25,0.125,0,0.125,0.125,0,0.625,0.125,0,0,20,57.1,1.8,5,0.4,0,0,0.4,0,0.4,0.2,0,0,18,84
