"Accession_title","UID","Species","Length","Location"
"EU419403Didemnum vexillum voucher RMNH UROCH 694 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908826","Didemnum vexillum","586","DvCF1|RMNH UROCH 694|France: Concarneau"
"EU419402Didemnum vexillum voucher RMNH UROCH 715 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908824","Didemnum vexillum","586","DvNC1|RMNH UROCH 715|USA: Newcastle, NH"
"EU419401Didemnum vexillum voucher RMNH UROCH 736 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908822","Didemnum vexillum","586","DvJP1|RMNH UROCH 736|Japan: Ise Bay"
"MN071420Didemnum vexillum isolate H27 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1804497177","Didemnum vexillum","444","H27|Japan|34.480 N 136.881 E"
"MN071419Didemnum vexillum isolate H26 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1804497175","Didemnum vexillum","444","H26|Japan|34.480 N 136.881 E"
"MN071418Didemnum vexillum isolate H25 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1804497173","Didemnum vexillum","444","H25|Japan|34.480 N 136.881 E"
"MN071417Didemnum vexillum isolate H24 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1804497171","Didemnum vexillum","444","H24|Japan|34.480 N 136.881 E"
"MN718181Didemnum vexillum cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1785493607","Didemnum vexillum","503","Canada: Bay of Fundy|02-Oct-2017"
"MG833034Didemnum vexillum cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1495855290","Didemnum vexillum","587",NA
"KY235547Didemnum vexillum isolate BP23BS cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1281533280","Didemnum vexillum","569","BP23BS|USA: Richmond, California|37.92 N 122.37 W|17-Sep-2014|Joshua Mackie"
"KY235546Didemnum vexillum isolate BP13MS cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1281533277","Didemnum vexillum","523","BP13MS|USA: Richmond, California|37.91 N 122.36 W|17-Sep-2014|Joshua Mackie"
"EU742677Didemnum vexillum voucher RMNH.UROCH.766 cytochrome oxidase 1 (COI) gene, partial cds; mitochondrial","206584482","Didemnum vexillum","586","DvQA|RMNH.UROCH.766|New Zealand: Picton"
"EU742676Didemnum vexillum voucher RMNH.UROCH.765 cytochrome oxidase 1 (COI) gene, partial cds; mitochondrial","206584480","Didemnum vexillum","586","DvPN1|RMNH.UROCH.765|New Zealand: Port Nelson"
"EU742674Didemnum vexillum voucher RMNH.UROCH.767 cytochrome oxidase 1 (COI) gene, partial cds; mitochondrial","206584476","Didemnum vexillum","586","DvMS4|RMNH.UROCH.767|USA: Millstone Point, CT"
"EU742673Didemnum vexillum voucher RMNH.UROCH.762 cytochrome oxidase 1 (COI) gene, partial cds; mitochondrial","206584474","Didemnum vexillum","586","DvJM6|RMNH.UROCH.762|Japan: Misaki Marine Lab"
"EU742672Didemnum vexillum voucher RMNH.UROCH.761 cytochrome oxidase 1 (COI) gene, partial cds; mitochondrial","206584472","Didemnum vexillum","586","DvJM5|RMNH.UROCH.761|Japan: Misaki Marine Lab"
"EU742671Didemnum vexillum voucher RMNH.UROCH.760 cytochrome oxidase 1 (COI) gene, partial cds; mitochondrial","206584470","Didemnum vexillum","586","DvJM4|RMNH.UROCH.760|Japan: Misaki Marine Lab"
"EU742670Didemnum vexillum voucher RMNH.UROCH.759 cytochrome oxidase 1 (COI) gene, partial cds; mitochondrial","206584468","Didemnum vexillum","586","DvJM3|RMNH.UROCH.759|Japan: Misaki Marine Lab"
"EU742669Didemnum vexillum voucher RMNH.UROCH.758 cytochrome oxidase 1 (COI) gene, partial cds; mitochondrial","206584466","Didemnum vexillum","586","DvJM2|RMNH.UROCH.758|Japan: Misaki Marine Lab"
"EU742668Didemnum vexillum voucher RMNH.UROCH.757 cytochrome oxidase 1 (COI) gene, partial cds; mitochondrial","206584464","Didemnum vexillum","586","DvJM1|RMNH.UROCH.757|Japan: Misaki Marine Lab"
"EU742667Didemnum vexillum voucher RMNH.UROCH.756 cytochrome oxidase 1 (COI) gene, partial cds; mitochondrial","206584462","Didemnum vexillum","586","DvJA4|RMNH.UROCH.756|Japan: Asamushi"
"EU742666Didemnum vexillum voucher RMNH.UROCH.755 cytochrome oxidase 1 (COI) gene, partial cds; mitochondrial","206584460","Didemnum vexillum","586","DvGB10|RMNH.UROCH.755|USA: Georges Bank"
"EU742664Didemnum vexillum voucher RMNH.UROCH.752 cytochrome oxidase 1 (COI) gene, partial cds; mitochondrial","206584456","Didemnum vexillum","586","DvGB7|RMNH.UROCH.752|USA: Georges Bank"
"EU742662Didemnum vexillum voucher RMNH.UROCH.763 cytochrome oxidase 1 (COI) gene, partial cds; mitochondrial","206584452","Didemnum vexillum","586","DvAD1|RMNH.UROCH.763|USA: Appledore Island, ME"
"EU742675Didemnum vexillum voucher RMNH.UROCH.768 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","326910846","Didemnum vexillum","586","DvMS5|RMNH.UROCH.768|USA: Millstone Point, CT"
"EU742665Didemnum vexillum voucher RMNH.UROCH.753 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","326910845","Didemnum vexillum","586","DvGB8|RMNH.UROCH.753|USA: Georges Bank"
"EU742663Didemnum vexillum voucher RMNH.UROCH.764 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","326910841","Didemnum vexillum","586","DvAD2|RMNH.UROCH.764|USA: Appledore Island, ME"
"EU419458Didemnum vexillum voucher RMNH UROCH 740 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","326910840","Didemnum vexillum","586","DvJA2|RMNH UROCH 740|Japan: Asamushi"
"EU419448Didemnum vexillum voucher RMNH UROCH 708 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","326910838","Didemnum vexillum","586","DvBR7|RMNH UROCH 708|USA: Bushy Rock, CT"
"EU419440Didemnum vexillum voucher RMNH UROCH 726 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","326910836","Didemnum vexillum","586","DvTI2|RMNH UROCH 726|USA: Totten Inlet, WA"
"EU419438Didemnum vexillum voucher RMNH UROCH 722 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","326910834","Didemnum vexillum","586","DvDM3|RMNH UROCH 722|USA: Des Moines Marina, WA"
"EU419437Didemnum vexillum voucher RMNH UROCH 721 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","326910832","Didemnum vexillum","586","DvDM2|RMNH UROCH 721|USA: Des Moines Marina, WA"
"EU419433Didemnum vexillum voucher RMNH UROCH 701 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","326910831","Didemnum vexillum","586","DvGB11|RMNH UROCH 701|USA: Georges Bank"
"EU419413Didemnum vexillum voucher RMNH UROCH 729 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","326910829","Didemnum vexillum","586","DvSS2|RMNH UROCH 729|USA: Sausalito, CA"
"EU419412Didemnum vexillum voucher RMNH UROCH 728 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","326910827","Didemnum vexillum","586","DvSS1|RMNH UROCH 728|USA: Sausalito, CA"
"EU419406Didemnum vexillum voucher RMNH UROCH 733 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","326910825","Didemnum vexillum","586","DvCI1|RMNH UROCH 733|Canada: Cortes Island, BC"
"EU419404Didemnum vexillum voucher RMNH UROCH 735 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","326910823","Didemnum vexillum","586","DvMB1|RMNH UROCH 735|USA: Mission Bay, CA"
"KR612222Didemnum vexillum isolate KentB cytochrome c oxidase (CoI) gene, partial cds; mitochondrial","973744807","Didemnum vexillum","577","KentB|United Kingdom: Kent,England"
"KR612221Didemnum vexillum isolate KentA cytochrome c oxidase (CoI) gene, partial cds; mitochondrial","973744805","Didemnum vexillum","579","KentA|United Kingdom: Kent,England"
"KR612220Didemnum vexillum isolate Holyhead cytochrome c oxidase (CoI) gene, partial cds; mitochondrial","973744803","Didemnum vexillum","554","Holyhead|United Kingdom: Holyhead Harbour,Wales"
"KR612219Didemnum vexillum isolate GosportG3 cytochrome c oxidase (CoI) gene, partial cds; mitochondrial","973744801","Didemnum vexillum","519","GosportG3|United Kingdom: Gosport Marina,England"
"KR612218Didemnum vexillum isolate GosportG2 cytochrome c oxidase (CoI) gene, partial cds; mitochondrial","973744799","Didemnum vexillum","587","GosportG2|United Kingdom: Gosport Marina,England"
"KR612217Didemnum vexillum isolate GosportG1 cytochrome c oxidase (CoI) gene, partial cds; mitochondrial","973744797","Didemnum vexillum","571","GosportG1|United Kingdom: Gosport Marina,England"
"KR612216Didemnum vexillum isolate DarthavenD3 cytochrome c oxidase (CoI) gene, partial cds; mitochondrial","973744795","Didemnum vexillum","587","DarthavenD3|United Kingdom: Darthaven Marina,England"
"KR612215Didemnum vexillum isolate DarthavenD2 cytochrome c oxidase (CoI) gene, partial cds; mitochondrial","973744793","Didemnum vexillum","579","DarthavenD2|United Kingdom: Darthaven Marina,England"
"KR612214Didemnum vexillum isolate DarthavenD1 cytochrome c oxidase (CoI) gene, partial cds; mitochondrial","973744791","Didemnum vexillum","579","DarthavenD1|United Kingdom: Darthaven Marina,England"
"KR612213Didemnum vexillum isolate Largs cytochrome c oxidase (CoI) gene, partial cds; mitochondrial","973744789","Didemnum vexillum","570","Largs|United Kingdom: Largs Marina,Scotland"
"KR612212Didemnum vexillum isolate Hunterston cytochrome c oxidase (CoI) gene, partial cds; mitochondrial","973744787","Didemnum vexillum","579","Hunterston|United Kingdom: Hunterston Terminal 23,Scotland"
"KR612211Didemnum vexillum isolate Fairlie21 cytochrome c oxidase (CoI) gene, partial cds; mitochondrial","973744785","Didemnum vexillum","555","Fairlie21|United Kingdom: Fairlie Quay Pier 21,Scotland"
"KR612210Didemnum vexillum isolate Fairlie15 cytochrome c oxidase (CoI) gene, partial cds; mitochondrial","973744783","Didemnum vexillum","563","Fairlie15|United Kingdom: Fairlie Quay Pier 15,Scotland"
"KR612209Didemnum vexillum isolate Fairlie11 cytochrome c oxidase (CoI) gene, partial cds; mitochondrial","973744781","Didemnum vexillum","564","Fairlie11|United Kingdom: Fairlie Quay Pier 11,Scotland"
"KM259616Didemnum vexillum isolate clade A mitochondrion, complete genome","731444303","Didemnum vexillum","13424","clade A|Japan"
"KM259617Didemnum vexillum isolate clade B mitochondrion, complete genome","731444316","Didemnum vexillum","13432","clade B|Japan"
"KM036507Didemnum vexillum isolate DVI3 cytochrome oxidase subunit I gene, partial cds; mitochondrial","686484273","Didemnum vexillum","536","DVI3|Russia: Sea of Japan, Vostok Bay"
"KM036506Didemnum vexillum isolate DVI2 cytochrome oxidase subunit I gene, partial cds; mitochondrial","686484271","Didemnum vexillum","536","DVI2|Russia: Sea of Japan, Vostok Bay"
"KM036505Didemnum vexillum isolate DVI1 cytochrome oxidase subunit I gene, partial cds; mitochondrial","686484269","Didemnum vexillum","536","DVI1|Russia: Sea of Japan, Vostok Bay"
"KJ725154Didemnum vexillum isolate GAASC3 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","663081867","Didemnum vexillum","606","GAASC3|Andaman and Nicobar Islands"
"JQ663517Didemnum vexillum haplotype 23 cytochrome oxidase subunit 1 (co1) gene, partial cds; mitochondrial","388564157","Didemnum vexillum","586","23"
"JQ663516Didemnum vexillum haplotype 22 cytochrome oxidase subunit 1 (co1) gene, partial cds; mitochondrial","388564155","Didemnum vexillum","586","22"
"JQ663515Didemnum vexillum haplotype 21 cytochrome oxidase subunit 1 (co1) gene, partial cds; mitochondrial","388564153","Didemnum vexillum","586","21"
"JQ663514Didemnum vexillum haplotype 20 cytochrome oxidase subunit 1 (co1) gene, partial cds; mitochondrial","388564151","Didemnum vexillum","586","20"
"JQ663513Didemnum vexillum haplotype 19 cytochrome oxidase subunit 1 (co1) gene, partial cds; mitochondrial","388564149","Didemnum vexillum","586","19"
"JQ663512Didemnum vexillum haplotype 18 cytochrome oxidase subunit 1 (co1) gene, partial cds; mitochondrial","388564147","Didemnum vexillum","586","18"
"JQ663511Didemnum vexillum haplotype 8 cytochrome oxidase subunit 1 (co1) gene, partial cds; mitochondrial","388564145","Didemnum vexillum","586","8"
"JQ663510Didemnum vexillum haplotype 7 cytochrome oxidase subunit 1 (co1) gene, partial cds; mitochondrial","388564143","Didemnum vexillum","586","7"
"JQ663509Didemnum vexillum haplotype 1 cytochrome oxidase subunit 1 (co1) gene, partial cds; mitochondrial","388564141","Didemnum vexillum","586","1"
"JQ663508Didemnum vexillum haplotype 4 cytochrome oxidase subunit 1 (co1) gene, partial cds; mitochondrial","388564139","Didemnum vexillum","586","4"
"JF738069Didemnum vexillum haplotype 17 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","333353608","Didemnum vexillum","586","17"
"JF738068Didemnum vexillum haplotype 16 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","333353606","Didemnum vexillum","586","16"
"JF738067Didemnum vexillum haplotype 15 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","333353604","Didemnum vexillum","586","15"
"JF738066Didemnum vexillum haplotype 14 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","333353602","Didemnum vexillum","586","14"
"JF738065Didemnum vexillum haplotype 13 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","333353600","Didemnum vexillum","586","13"
"JF738064Didemnum vexillum haplotype 12 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","333353598","Didemnum vexillum","586","12"
"JF738063Didemnum vexillum haplotype 11 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","333353596","Didemnum vexillum","586","11"
"JF738062Didemnum vexillum haplotype 10 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","333353594","Didemnum vexillum","586","10"
"JF738061Didemnum vexillum haplotype 9 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","333353592","Didemnum vexillum","586","9"
"JF738060Didemnum vexillum haplotype 6 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","333353590","Didemnum vexillum","586","6"
"JF738059Didemnum vexillum haplotype 5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","333353588","Didemnum vexillum","586","5"
"JF738058Didemnum vexillum haplotype 3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","333353586","Didemnum vexillum","586","3"
"JF738057Didemnum vexillum haplotype 2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","333353584","Didemnum vexillum","586","2"
"KX650792Diplosoma gelatinosa voucher DBTIC172 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1104785523","Diplosoma gelatinosa","597","DBTIC172|India|9.2856 N 79.1586 E|23-Aug-2015|Soban Akram & Kaleem Arshan|Dr. H. Abdul Jaffarali"
"LC018353Diplosoma gumavirens mitochondrial coxI gene for cytochrome oxidase subunit I, partial cds, isolate: A211","958111476","Diplosoma gumavirens","401","A211|Taiwan:Penghu,Wang-an,Toujinyu"
"AB473643Diplosoma gumavirens mitochondrial CO1 gene for cytochrome oxidase subunit I, partial cds, isolate: B_5554_Miyako","241896777","Diplosoma gumavirens","401","B_5554_Miyako|adult|Japan:Okinawa, Miyakojima Is., Muigha"
"AB473642Diplosoma gumavirens mitochondrial CO1 gene for cytochrome oxidase subunit I, partial cds, isolate: B_5554_Kume","241896775","Diplosoma gumavirens","401","B_5554_Kume|adult|Japan:Okinawa, Kumejima Is., Shinrihama"
"MW285141Diplosoma listerianum isolate Bradenton_Beach_FL cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1935529049","Diplosoma listerianum","634","Bradenton_Beach_FL"
"MW285104Diplosoma listerianum isolate Bradenton_Beach_FL_12 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1935528974","Diplosoma listerianum","609","Bradenton_Beach_FL_12"
"MW285103Diplosoma listerianum isolate Apollo_Beach_FL_11 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1935528972","Diplosoma listerianum","614","Apollo_Beach_FL_11"
"MW285102Diplosoma listerianum isolate St._Petersburg_FL_10 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1935528970","Diplosoma listerianum","530","St._Petersburg_FL_10"
"MW285101Diplosoma listerianum isolate Bradenton_Beach_FL_9 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1935528968","Diplosoma listerianum","627","Bradenton_Beach_FL_9"
"MW446060Diplosoma listerianum haplotype haplotype 76 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429241","Diplosoma listerianum","531","ALA1|haplotype 76"
"MW446059Diplosoma listerianum haplotype haplotype 75 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429239","Diplosoma listerianum","531","C2P5|haplotype 75"
"MW446058Diplosoma listerianum haplotype haplotype 74 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429237","Diplosoma listerianum","531","IP11|haplotype 74"
"MW446057Diplosoma listerianum haplotype haplotype 73 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429235","Diplosoma listerianum","531","DZUPDIPL 133|haplotype 73"
"MW446056Diplosoma listerianum haplotype haplotype 72 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429233","Diplosoma listerianum","531","M72|haplotype 72"
"MW446055Diplosoma listerianum haplotype haplotype 71 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429231","Diplosoma listerianum","531","DZUPDIPL 130|haplotype 71"
"MW446054Diplosoma listerianum haplotype haplotype 70 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429229","Diplosoma listerianum","531","MX1802|haplotype 70"
"MW446053Diplosoma listerianum haplotype haplotype 69 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429227","Diplosoma listerianum","531","DZUPDIPL 230|haplotype 69"
"MW446052Diplosoma listerianum haplotype haplotype 68 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429225","Diplosoma listerianum","531","DZUPDIPL 232|haplotype 68"
"MW446051Diplosoma listerianum haplotype haplotype 67 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429223","Diplosoma listerianum","531","PA17283|haplotype 67"
"MW446050Diplosoma listerianum haplotype haplotype 66 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429221","Diplosoma listerianum","531","PA17284|haplotype 66"
"MW446049Diplosoma listerianum haplotype haplotype 65 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429219","Diplosoma listerianum","531","DZUPDIPL 233|haplotype 65"
"MW446048Diplosoma listerianum haplotype haplotype 64 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429217","Diplosoma listerianum","531","DZUPDIPL 241|haplotype 64"
"MW446047Diplosoma listerianum haplotype haplotype 63 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429215","Diplosoma listerianum","531","DZUPDIPL 224|haplotype 63"
"MW446046Diplosoma listerianum haplotype haplotype 62 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429213","Diplosoma listerianum","531","DZUPDIPL 225|haplotype 62"
"MW446045Diplosoma listerianum haplotype haplotype 61 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429211","Diplosoma listerianum","531","PA34|haplotype 61"
"MW446044Diplosoma listerianum haplotype haplotype 60 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429209","Diplosoma listerianum","531","DZUPDIPL 116|haplotype 60"
"MW446043Diplosoma listerianum haplotype haplotype 59 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429207","Diplosoma listerianum","531","DZUPDIPL 106|haplotype 59"
"MW446042Diplosoma listerianum haplotype haplotype 58 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429205","Diplosoma listerianum","531","DZUPDIPL 223|haplotype 58"
"MW446041Diplosoma listerianum haplotype haplotype 57 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429203","Diplosoma listerianum","531","RN73|haplotype 57"
"MW446040Diplosoma listerianum haplotype haplotype 56 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429201","Diplosoma listerianum","531","SC1714|haplotype 56"
"MW446039Diplosoma listerianum haplotype haplotype 55 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429199","Diplosoma listerianum","531","DZUPDIPL 147|haplotype 55"
"MW446038Diplosoma listerianum haplotype haplotype 54 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429197","Diplosoma listerianum","531","DZUPDIPL 149|haplotype 54"
"MW446037Diplosoma listerianum haplotype haplotype 53 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429195","Diplosoma listerianum","531","DZUPDIPL 087|haplotype 53"
"MW446036Diplosoma listerianum haplotype haplotype 52 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429193","Diplosoma listerianum","531","FL2|haplotype 52"
"MW446035Diplosoma listerianum haplotype haplotype 51 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429191","Diplosoma listerianum","531","FL3|haplotype 51"
"MW446034Diplosoma listerianum haplotype haplotype 50 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429189","Diplosoma listerianum","531","FL4|haplotype 50"
"MW446033Diplosoma listerianum haplotype haplotype 49 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429187","Diplosoma listerianum","531","FL5|haplotype 49"
"MW446032Diplosoma listerianum haplotype haplotype 48 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429185","Diplosoma listerianum","531","M138|haplotype 48"
"MW446031Diplosoma listerianum haplotype haplotype 47 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429183","Diplosoma listerianum","531","DZUPDIPL 135|haplotype 47"
"MW446030Diplosoma listerianum haplotype haplotype 46 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429181","Diplosoma listerianum","531","DZUPDIPL 141|haplotype 46"
"MW446029Diplosoma listerianum haplotype haplotype 45 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429179","Diplosoma listerianum","531","DZUPDIPL 137|haplotype 45"
"MW446028Diplosoma listerianum haplotype haplotype 44 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1953429177","Diplosoma listerianum","531","DIPL 134|haplotype 44"
"MW872296Diplosoma listerianum voucher 22nd_St_3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2022276944","Diplosoma listerianum","604","22nd_St_3|USA: California, San Pedro, 22nd St Landing Marina|21-Aug-2019"
"MW872295Diplosoma listerianum voucher 22nd_St_2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2022276942","Diplosoma listerianum","604","22nd_St_2|USA: California, San Pedro, 22nd St Landing Marina|21-Aug-2019"
"MW872288Diplosoma listerianum voucher 22nd_St_1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2022276924","Diplosoma listerianum","603","22nd_St_1|USA: California, San Pedro, 22nd St Landing Marina|21-Aug-2019"
"MT637946Diplosoma listerianum isolate 12Mar19-2-5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","2021329154","Diplosoma listerianum","525","12Mar19-2-5|Puerto Rico|12-Mar-2019|Susanna Lopez-Legentil, Gretchen Lambert & Olivia Streit|Gretchen Lambert & Susanna Lopez-Legentil"
"MT983897Diplosoma listerianum isolate DLJB3B cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1899879370","Diplosoma listerianum","867","DLJB3B|South Korea: Jukbyeon|37.054361 N 129.422466 E|14-May-2020|Taekjun Lee|Taekjun Lee"
"MT983896Diplosoma listerianum isolate DLJB3A cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1899879368","Diplosoma listerianum","867","DLJB3A|South Korea: Jukbyeon|37.054361 N 129.422466 E|14-May-2020|Taekjun Lee|Taekjun Lee"
"MT983895Diplosoma listerianum isolate DLJB2A cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1899879366","Diplosoma listerianum","867","DLJB2A|South Korea: Jukbyeon|37.054361 N 129.422466 E|14-May-2020|Taekjun Lee|Taekjun Lee"
"KU299766Diplosoma listerianum isolate C101 cytochrome oxidase subunit I gene, partial cds; mitochondrial","973270919","Diplosoma listerianum","597","C101|Chile|Xavier Turon|identical sequence found in isolate C107"
"KF309664Diplosoma listerianum isolate VG-2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","568404315","Diplosoma listerianum","586","VG-2|Spain: Vilanova i la Geltr, Catalunya|28-Jan-2013|Miquel L. Legentil, Susanna Lopez-Legentil|Xavier Turon, Susanna Lopez-Legentil"
"KF309660Diplosoma listerianum isolate TO-2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","568404307","Diplosoma listerianum","586","TO-2|Spain: Torredembarra, Catalunya|28-Jan-2013|Miquel L. Legentil, Susanna Lopez-Legentil|Xavier Turon, Susanna Lopez-Legentil"
"KF309639Diplosoma listerianum isolate ROS-DL cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","568404265","Diplosoma listerianum","587","ROS-DL|Spain: Roses, Catalunya|31-Jan-2013|Miquel L. Legentil, Susanna Lopez-Legentil|Xavier Turon, Susanna Lopez-Legentil"
"KF309616Diplosoma listerianum isolate PB-5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","568404219","Diplosoma listerianum","587","PB-5|Spain: Port Balis, Sant Andreu de Llavaneres, Catalunya|31-Dec-2012|Miquel L. Legentil, Susanna Lopez-Legentil|Xavier Turon, Susanna Lopez-Legentil"
"KF309605Diplosoma listerianum isolate MAT-DL cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","568404197","Diplosoma listerianum","587","MAT-DL|Spain: Matar, Catalunya|16-Feb-2013|Miquel L. Legentil, Susanna Lopez-Legentil|Xavier Turon, Susanna Lopez-Legentil"
"KF309581Diplosoma listerianum isolate EST-DL cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","568404149","Diplosoma listerianum","587","EST-DL|Spain: L'Estartit, Catalunya|29-Jan-2013|Miquel L. Legentil, Susanna Lopez-Legentil|Xavier Turon, Susanna Lopez-Legentil"
"KF309561Diplosoma listerianum isolate CF-2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","568404109","Diplosoma listerianum","586","CF-2|Spain: Calafat, Catalunya|29-Mar-2013|Miquel L. Legentil, Susanna Lopez-Legentil|Xavier Turon, Susanna Lopez-Legentil"
"KF309531Diplosoma listerianum isolate AB-DA cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","568404049","Diplosoma listerianum","587","AB-DA|Spain: Aiguablava, Begur, Catalunya|29-Jan-2013|Miquel L. Legentil, Susanna Lopez-Legentil|Xavier Turon, Susanna Lopez-Legentil"
"MT511663Diplosoma listerianum voucher DBT01 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1845313411","Diplosoma listerianum","513","DBT01"
"MN718192Diplosoma listerianum cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1785493629","Diplosoma listerianum","651","Canada: Seal Cove, NB|12-Oct-2017"
"MN718191Diplosoma listerianum cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1785493627","Diplosoma listerianum","651","Canada: Tiverton, NS|05-Oct-2017"
