"Accession_title","UID","Species","Length","Location"
"HQ428115Barbicambarus cornutus isolate 252 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial","311977056","Barbicambarus cornutus","630","252"
"KT717595UNVERIFIED: Procambarus clarkii haplotype 17 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468194","UNVERIFIED: Procambarus","536","17|China: Dalian, Yellow River"
"KT717594UNVERIFIED: Procambarus clarkii haplotype 16 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468193","UNVERIFIED: Procambarus","536","16|China: Dalian, Yellow River"
"KT717593UNVERIFIED: Procambarus clarkii haplotype 15 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468192","UNVERIFIED: Procambarus","535","15|China: Dalian, Yellow River"
"KT717592UNVERIFIED: Procambarus clarkii haplotype 14 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468191","UNVERIFIED: Procambarus","536","14|China: Dalian, Yellow River"
"KT717591UNVERIFIED: Procambarus clarkii haplotype 13 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468190","UNVERIFIED: Procambarus","536","13|China: Gan'an, Huaihe River"
"KT717590UNVERIFIED: Procambarus clarkii haplotype 12 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468189","UNVERIFIED: Procambarus","535","12|China: Poyang Lake, Yangtze River"
"KT717589UNVERIFIED: Procambarus clarkii haplotype 11 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468188","UNVERIFIED: Procambarus","536","11|China: Poyang Lake, Yangtze River"
"KT717588UNVERIFIED: Procambarus clarkii haplotype 10 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468187","UNVERIFIED: Procambarus","536","10|China: Poyang Lake, Yangtze River"
"KT717587UNVERIFIED: Procambarus clarkii haplotype 9 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468186","UNVERIFIED: Procambarus","536","9|China: Poyang Lake, Yangtze River"
"KT717586UNVERIFIED: Procambarus clarkii haplotype 8 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468185","UNVERIFIED: Procambarus","496","8|China: Poyang Lake, Yangtze River"
"KT717585UNVERIFIED: Procambarus clarkii haplotype 7 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468184","UNVERIFIED: Procambarus","536","7|China: Dongying, Yellow River"
"KT717584UNVERIFIED: Procambarus clarkii haplotype 6 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468183","UNVERIFIED: Procambarus","536","6|China: Linhuai town, Huaihe River"
"KT717583UNVERIFIED: Procambarus clarkii haplotype 5 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468182","UNVERIFIED: Procambarus","536","5|China: Gan'an, Huaihe River"
"KT717582UNVERIFIED: Procambarus clarkii haplotype 4 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468181","UNVERIFIED: Procambarus","536","4|China: Dongting Lake, Yangtze River"
"KT717581UNVERIFIED: Procambarus clarkii haplotype 3 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468180","UNVERIFIED: Procambarus","536","3|China: Jingzhou, Yangtze River"
"KT717580UNVERIFIED: Procambarus clarkii haplotype 2 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468179","UNVERIFIED: Procambarus","536","2|China: Huaibin, Huaihe River"
"KT717579UNVERIFIED: Procambarus clarkii haplotype 1 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468178","UNVERIFIED: Procambarus","535","1|China: Huaibin, Huaihe River"
"OR462186Procambarus clarkii isolate PCSL02 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2565984332","Procambarus clarkii","600","PCSL02|H4|Slovakia|2023|Boris Liptak"
"OR462185Procambarus clarkii isolate PCSL01 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2565984330","Procambarus clarkii","600","PCSL01|H4|Slovakia|2023|Boris Liptak"
"MN107337Procambarus clarkii isolate CBRG-crust155 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1860287013","Procambarus clarkii","606","CBRG-crust155"
"MN107336Procambarus clarkii isolate CBRG-crust154 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1860287011","Procambarus clarkii","606","CBRG-crust154"
"MN107335Procambarus clarkii isolate CBRG-crust153 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1860287009","Procambarus clarkii","606","CBRG-crust153"
"MN107334Procambarus clarkii isolate CBRG-crust152 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1860287007","Procambarus clarkii","606","CBRG-crust152"
"MN107333Procambarus clarkii isolate CBRG-crust151 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1860287005","Procambarus clarkii","606","CBRG-crust151"
"OR019093Procambarus clarkii isolate PC-As-4 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2508208439","Procambarus clarkii","675","PC-As-4|Egypt|22-Dec-2022"
"OR019092Procambarus clarkii isolate PC-As-3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2508208437","Procambarus clarkii","675","PC-As-3|Egypt|22-Dec-2022"
"OR019091Procambarus clarkii isolate PC-As-2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2508208435","Procambarus clarkii","675","PC-As-2|Egypt|22-Dec-2022"
"OR019090Procambarus clarkii isolate PC-As-1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2508208433","Procambarus clarkii","675","PC-As-1|Egypt|22-Dec-2022"
"OR018996Procambarus clarkii isolate PC-As-8 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2508208405","Procambarus clarkii","675","PC-As-8|Egypt|02-Dec-2022"
"OR018995Procambarus clarkii isolate PC-As-7 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2508208403","Procambarus clarkii","675","PC-As-7|Egypt|02-Dec-2022"
"OR018994Procambarus clarkii isolate PC-As-6 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2508208401","Procambarus clarkii","675","PC-As-6|Egypt|02-Dec-2022"
"OR018993Procambarus clarkii isolate PC-As-5 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2508208399","Procambarus clarkii","675","PC-As-5|Egypt|02-Dec-2022"
"OR016168Procambarus clarkii isolate PC-Gi-4 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2508049731","Procambarus clarkii","675","PC-Gi-4|Egypt|02-Dec-2022"
"OR016167Procambarus clarkii isolate PC-Gi-3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2508049729","Procambarus clarkii","675","PC-Gi-3|Egypt|02-Dec-2022"
"OR016166Procambarus clarkii isolate PC-Gi-2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2508049727","Procambarus clarkii","675","PC-Gi-2|Egypt|02-Dec-2022"
"OR016165Procambarus clarkii isolate PC-Gi-1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2508049725","Procambarus clarkii","675","PC-Gi-1|Egypt|02-Dec-2022"
"NC_016926Procambarus clarkii mitochondrion, complete genome","378587715","Procambarus clarkii","15928",NA
"OM736874Procambarus clarkii isolate WGL_45 mitochondrion, complete genome","2325478660","Procambarus clarkii","15934","WGL_45|red swamp crayfish|USA|Michigan"
"OP013266Procambarus clarkii cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2273858623","Procambarus clarkii","232","Procambarus|South Africa|26-Nov-2020|Nonkazimulo Mdidimba"
"OP013265Procambarus clarkii voucher Cambaridae cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2273858621","Procambarus clarkii","212","Cambaridae|South Africa|23-Nov-2020|Nonkazimulo Mdidimba"
"OL542520Procambarus clarkii mitochondrion, complete genome","2311334833","Procambarus clarkii","15937",NA
"OP495632Procambarus clarkii voucher PcLewistonID cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2307825741","Procambarus clarkii","426","PcLewistonID|USA|46.4158 N 117.0333 W|22-Oct-2021"
"MZ595228Procambarus clarkii mitochondrion, complete genome","2279948534","Procambarus clarkii","15936","China"
"MW069608Procambarus clarkii voucher R1605-1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1913594189","Procambarus clarkii","645","R1605-1"
"MW069607Procambarus clarkii voucher R1603-1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1913594187","Procambarus clarkii","645","R1603-1"
"MW069606Procambarus clarkii voucher R1601-1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1913594185","Procambarus clarkii","645","R1601-1"
"MW069605Procambarus clarkii voucher R1600-1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1913594183","Procambarus clarkii","645","R1600-1"
"MW069604Procambarus clarkii voucher M0805-2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1913594181","Procambarus clarkii","645","M0805-2"
"MZ099653Procambarus clarkii voucher PFOR4-IBR cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2032568235","Procambarus clarkii","617","PFOR4-IBR"
"MZ099652Procambarus clarkii voucher PCOR3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2032568233","Procambarus clarkii","617","PCOR3"
"MT666030Procambarus clarkii voucher PH_ref-97 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1861683810","Procambarus clarkii","313","PH_ref-97"
"MK570911Procambarus clarkii haplotype 4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1675301934","Procambarus clarkii","523","4"
"MK570910Procambarus clarkii haplotype 3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1675301932","Procambarus clarkii","523","3"
"MK570909Procambarus clarkii haplotype 2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1675301930","Procambarus clarkii","523","2"
"MK570908Procambarus clarkii haplotype 1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1675301928","Procambarus clarkii","523","1"
"MK439900Procambarus clarkii isolate PC_poz cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1723362190","Procambarus clarkii","648","PC_poz|Czech Republic|tissue"
"MK026735Procambarus clarkii haplotype 65 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956914","Procambarus clarkii","608","65"
"MK026734Procambarus clarkii haplotype 64 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956912","Procambarus clarkii","608","64"
"MK026733Procambarus clarkii haplotype 63 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956910","Procambarus clarkii","608","63"
"MK026732Procambarus clarkii haplotype 62 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956908","Procambarus clarkii","608","62"
"MK026731Procambarus clarkii haplotype 61 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956906","Procambarus clarkii","608","61"
"MK026730Procambarus clarkii haplotype 60 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956904","Procambarus clarkii","608","60"
"MK026729Procambarus clarkii haplotype 59 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956902","Procambarus clarkii","608","59"
"MK026728Procambarus clarkii haplotype 58 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956900","Procambarus clarkii","608","58"
"MK026727Procambarus clarkii haplotype 57 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956898","Procambarus clarkii","608","57"
"MK026726Procambarus clarkii haplotype 56 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956896","Procambarus clarkii","608","56"
"MK026725Procambarus clarkii haplotype 55 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956894","Procambarus clarkii","608","55"
"MK026724Procambarus clarkii haplotype 54 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956892","Procambarus clarkii","608","54"
"MK026723Procambarus clarkii haplotype 53 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956890","Procambarus clarkii","608","53"
"MK026722Procambarus clarkii haplotype 52 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956888","Procambarus clarkii","608","52"
"MK026721Procambarus clarkii haplotype 51 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956886","Procambarus clarkii","608","51"
"MK026720Procambarus clarkii haplotype 50 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956884","Procambarus clarkii","608","50"
"MK026719Procambarus clarkii haplotype 49 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956882","Procambarus clarkii","608","49"
"MK026718Procambarus clarkii haplotype 48 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956880","Procambarus clarkii","608","48"
"MK026717Procambarus clarkii haplotype 47 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956878","Procambarus clarkii","608","47"
"MK026716Procambarus clarkii haplotype 46 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956876","Procambarus clarkii","608","46"
"MK026715Procambarus clarkii haplotype 45 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956874","Procambarus clarkii","608","45"
"MK026714Procambarus clarkii haplotype 44 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956872","Procambarus clarkii","608","44"
"MK026713Procambarus clarkii haplotype 43 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956870","Procambarus clarkii","608","43"
"MK026712Procambarus clarkii haplotype 42 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956868","Procambarus clarkii","608","42"
"MK026711Procambarus clarkii haplotype 41 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956866","Procambarus clarkii","608","41"
"MK026710Procambarus clarkii haplotype 40 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956864","Procambarus clarkii","608","40"
"MK026709Procambarus clarkii haplotype 39 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956862","Procambarus clarkii","608","39"
"MK026708Procambarus clarkii haplotype 38 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956860","Procambarus clarkii","608","38"
"MK026707Procambarus clarkii haplotype 37 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956858","Procambarus clarkii","608","37"
"MK026706Procambarus clarkii haplotype 36 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956856","Procambarus clarkii","608","36"
"MK026705Procambarus clarkii haplotype 35 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956854","Procambarus clarkii","608","35"
"MK026704Procambarus clarkii haplotype 34 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956852","Procambarus clarkii","608","34"
"MK026703Procambarus clarkii haplotype 33 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956850","Procambarus clarkii","608","33"
"MK026702Procambarus clarkii haplotype 32 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956848","Procambarus clarkii","608","32"
"MK026701Procambarus clarkii haplotype 31 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956846","Procambarus clarkii","608","31"
"MK026700Procambarus clarkii haplotype 30 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956844","Procambarus clarkii","608","30"
"MK026699Procambarus clarkii haplotype 29 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956842","Procambarus clarkii","608","29"
"MK026698Procambarus clarkii haplotype 28 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956840","Procambarus clarkii","608","28"
"MK026697Procambarus clarkii haplotype 27 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956838","Procambarus clarkii","608","27"
"MK026696Procambarus clarkii haplotype 26 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956836","Procambarus clarkii","608","26"
"MK026695Procambarus clarkii haplotype 25 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956834","Procambarus clarkii","608","25"
"MK026694Procambarus clarkii haplotype 24 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956832","Procambarus clarkii","608","24"
"MK026693Procambarus clarkii haplotype 23 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956830","Procambarus clarkii","608","23"
"MK026692Procambarus clarkii haplotype 22 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956828","Procambarus clarkii","608","22"
"MK026691Procambarus clarkii haplotype 21 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956826","Procambarus clarkii","608","21"
"MK026690Procambarus clarkii haplotype 20 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956824","Procambarus clarkii","608","20"
"MK026689Procambarus clarkii haplotype 19 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956822","Procambarus clarkii","608","19"
"MK026688Procambarus clarkii haplotype 18 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956820","Procambarus clarkii","608","18"
"MK026687Procambarus clarkii haplotype 17 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956818","Procambarus clarkii","608","17"
"MK026686Procambarus clarkii haplotype 16 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956816","Procambarus clarkii","608","16"
"MK026685Procambarus clarkii haplotype 15 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956814","Procambarus clarkii","608","15"
"MK026684Procambarus clarkii haplotype 14 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956812","Procambarus clarkii","608","14"
"MK026683Procambarus clarkii haplotype 13 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956810","Procambarus clarkii","608","13"
"MK026682Procambarus clarkii haplotype 12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956808","Procambarus clarkii","608","12"
"MK026681Procambarus clarkii haplotype 11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956806","Procambarus clarkii","608","11"
"MK026680Procambarus clarkii haplotype 10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956804","Procambarus clarkii","608","10"
"MK026679Procambarus clarkii haplotype 09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956802","Procambarus clarkii","608","09"
"MK026678Procambarus clarkii haplotype 08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956800","Procambarus clarkii","608","08"
"MK026677Procambarus clarkii haplotype 07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956798","Procambarus clarkii","608","07"
"MK026676Procambarus clarkii haplotype 06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956796","Procambarus clarkii","608","06"
"MK026675Procambarus clarkii haplotype 05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956794","Procambarus clarkii","608","05"
"MK026674Procambarus clarkii haplotype 04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956792","Procambarus clarkii","608","04"
"MK026673Procambarus clarkii haplotype 03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956790","Procambarus clarkii","608","03"
"MK026672Procambarus clarkii haplotype 02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956788","Procambarus clarkii","608","02"
"MK026671Procambarus clarkii haplotype 01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1699956786","Procambarus clarkii","608","01"
"MK000250Procambarus clarkii cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1625816867","Procambarus clarkii","576","S17-2"
"MH300670Procambarus clarkii isolate S17 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1395223842","Procambarus clarkii","542","S17"
"MK308351Procambarus clarkii isolate SERCINVERT1786 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1563835634","Procambarus clarkii","658","SERCINVERT1786|USNM:IZ:1446252|USA: Maryland, Charles County, Zekiah Swamp, Rogers Mill Run, at Route 6|38.4916 N 76.9275 W|31-Aug-2017|Robert Aguilar|Robert Aguilar"
"MK308262Procambarus clarkii isolate SERCINVERT1785 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1563835472","Procambarus clarkii","658","SERCINVERT1785|USNM:IZ:1446251|USA: Maryland, Charles County, Zekiah Swamp, Rogers Mill Run, at Route 6|38.4916 N 76.9275 W|31-Aug-2017|Robert Aguilar|Robert Aguilar"
"MK308181Procambarus clarkii isolate SERCINVERT1788 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1563835324","Procambarus clarkii","658","SERCINVERT1788|USNM:IZ:1446254|USA: Maryland, Charles County, Zekiah Swamp, Rogers Mill Run, at Route 6|38.4916 N 76.9275 W|31-Aug-2017|Robert Aguilar|Robert Aguilar"
"MK308033Procambarus clarkii isolate SERCINVERT1787 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1563835046","Procambarus clarkii","658","SERCINVERT1787|USNM:IZ:1446253|USA: Maryland, Charles County, Zekiah Swamp, Rogers Mill Run, at Route 6|38.4916 N 76.9275 W|31-Aug-2017|Robert Aguilar|Robert Aguilar"
"KT959364Procambarus clarkii voucher USNM:IZ:1286773 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1035517709","Procambarus clarkii","658","SERCINVERT0075|USNM:IZ:1286773|USA: Maryland, Patuxent River, Western Branch|38.922 N 76.82 W|28-Jun-2012|Robert Aguilar, MBSS|Robert Aguilar"
"KY112717Procambarus clarkii haplotype 9_H1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1253240415","Procambarus clarkii","553","9_H1"
"KY112716Procambarus clarkii haplotype 8_H1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1253240413","Procambarus clarkii","553","8_H1"
"KY112715Procambarus clarkii haplotype 7_H1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1253240411","Procambarus clarkii","553","7_H1"
"KY112714Procambarus clarkii haplotype 6_H1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1253240409","Procambarus clarkii","553","6_H1"
"KY112713Procambarus clarkii haplotype 5_H1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1253240407","Procambarus clarkii","553","5_H1"
"KY112712Procambarus clarkii haplotype 4_H1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1253240405","Procambarus clarkii","553","4_H1"
"KY112711Procambarus clarkii haplotype 3_H1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1253240403","Procambarus clarkii","553","3_H1"
"KY112710Procambarus clarkii haplotype 2_H1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1253240401","Procambarus clarkii","553","2_H1"
"KY112709Procambarus clarkii haplotype 1_H1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1253240399","Procambarus clarkii","553","1_H1"
"MF170536Procambarus clarkii isolate CBRG-Pclar10 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1236765121","Procambarus clarkii","590","CBRG-Pclar10"
"MF170535Procambarus clarkii isolate CBRG-Pclar09 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1236765119","Procambarus clarkii","590","CBRG-Pclar09"
"MF170534Procambarus clarkii isolate CBRG-Pclar08 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1236765117","Procambarus clarkii","590","CBRG-Pclar08"
"MF170533Procambarus clarkii isolate CBRG-Pclar07 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1236765115","Procambarus clarkii","590","CBRG-Pclar07"
"MF170532Procambarus clarkii isolate CBRG-Pclar06 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1236765113","Procambarus clarkii","590","CBRG-Pclar06"
"MF170531Procambarus clarkii isolate CBRG-Pclar05 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1236765111","Procambarus clarkii","590","CBRG-Pclar05"
"MF170530Procambarus clarkii isolate CBRG-Pclar04 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1236765109","Procambarus clarkii","590","CBRG-Pclar04"
"MF170529Procambarus clarkii isolate CBRG-Pclar03 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1236765107","Procambarus clarkii","590","CBRG-Pclar03"
"MF170528Procambarus clarkii isolate CBRG-Pclar02 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1236765105","Procambarus clarkii","590","CBRG-Pclar02"
"MF170527Procambarus clarkii isolate CBRG-Pclar01 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1236765103","Procambarus clarkii","590","CBRG-Pclar01"
"LC306816Procambarus clarkii mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, isolate: Pcl10","1214569055","Procambarus clarkii","667","Pcl10|Egypt|2017-01-20"
"LC306815Procambarus clarkii mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, isolate: Pcl8","1214569053","Procambarus clarkii","681","Pcl8|Egypt|2017-01-20"
"LC306814Procambarus clarkii mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, isolate: Pcl7","1214569051","Procambarus clarkii","670","Pcl7|Egypt|2017-01-20"
"LC306813Procambarus clarkii mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, isolate: Pcl6","1214569049","Procambarus clarkii","681","Pcl6|Egypt|2017-01-20"
"LC306812Procambarus clarkii mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, isolate: Pcl5","1214569047","Procambarus clarkii","664","Pcl5|Egypt|2017-01-20"
"LC306811Procambarus clarkii mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, isolate: pcl4","1214569045","Procambarus clarkii","656","pcl4|Egypt|2017-01-20"
"LC306810Procambarus clarkii mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds, isolate: Pcl2","1214569043","Procambarus clarkii","675","Pcl2|Egypt|2017-01-20"
"KX417114Procambarus clarkii isolate JF15151 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1207851816","Procambarus clarkii","658","JF15151|Procambarus clarkii (Girard, 1852)|Mississippi State Museum:Crayfish Collection:PV3:SBA-124|1|female|USA: AL, Tuscaloosa County, roadside ditch along Cypress Creek Road, 4.9 km SE Fosters|33.0673 N 87.6452 W|11-Aug-2014|MR Kendrick, ACJ"
"KX268742Procambarus clarkii isolate F10 mitochondrion, complete genome","1127778741","Procambarus clarkii","15475","F10|France: Marais d'Arnoult|Thomas Becking"
"JX441375Procambarus clarkii haplotype E cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","478896968","Procambarus clarkii","663","E|China"
"JX441374Procambarus clarkii haplotype G cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","478896966","Procambarus clarkii","663","G|China"
